dest,user,"parent_process","process_name",process,"process_id","parent_process_id",count,firstTime,lastTime
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe","cmd.exe","C:\Windows\system32\cmd.exe /c ""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe"" _internal check-xml-files --answer-yes --no-prompt 2&gt;&amp;1",0xb84,0x790,1,"2023-09-24T09:58:56","2023-09-24T09:58:56"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe","cmd.exe","C:\Windows\system32\cmd.exe /c ""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe"" _internal pre-flight-checks --answer-yes --no-prompt 2&gt;&amp;1",0x7f8,0x790,1,"2023-09-24T09:58:53","2023-09-24T09:58:53"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe","cmd.exe","C:\Windows\system32\cmd.exe /c ""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe"" _internal_extra_splunkd_service_args",0xa88,0x790,1,"2023-09-24T09:58:51","2023-09-24T09:58:51"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe","conhost.exe","\??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1",0xa68,0x790,1,"2023-09-24T09:58:51","2023-09-24T09:58:51"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngentask.exe","conhost.exe","\??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1",0xc0c,0xc04,1,"2023-09-24T10:08:53","2023-09-24T10:08:53"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngentask.exe","ngen.exe","""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe"" ExecuteQueuedItems /LegacyServiceBehavior",0xc90,0xc04,1,"2023-09-24T10:08:53","2023-09-24T10:08:53"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngentask.exe","ngen.exe","""C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe"" RemoveTaskDelayStartTrigger /LegacyServiceBehavior",0xc78,0xc04,1,"2023-09-24T10:08:53","2023-09-24T10:08:53"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngentask.exe","conhost.exe","\??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1",0xc48,0xc18,1,"2023-09-24T10:08:53","2023-09-24T10:08:53"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngentask.exe","ngen.exe","""C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe"" ExecuteQueuedItems /LegacyServiceBehavior",0xcf0,0xc18,1,"2023-09-24T10:08:54","2023-09-24T10:08:54"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngentask.exe","ngen.exe","""C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe"" RemoveTaskDelayStartTrigger /LegacyServiceBehavior",0xcd8,0xc18,1,"2023-09-24T10:08:54","2023-09-24T10:08:54"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\CompatTelRunner.exe","CompatTelRunner.exe","C:\Windows\system32\CompatTelRunner.exe -m:appraiser.dll -f:DoScheduledTelemetryRun -cv:fWw2oVhlD0a/xttT.2",0xb28,0x5c4,1,"2023-09-24T10:08:52","2023-09-24T10:08:52"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\CompatTelRunner.exe","CompatTelRunner.exe","C:\Windows\system32\CompatTelRunner.exe -m:invagent.dll -f:RunUpdate -cv:fWw2oVhlD0a/xttT.5",0xd64,0x5c4,1,"2023-09-24T10:08:54","2023-09-24T10:08:54"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\CompatTelRunner.exe","conhost.exe","\??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1",0x968,0x948,1,"2023-09-24T09:58:51","2023-09-24T09:58:51"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\CompatTelRunner.exe","conhost.exe","\??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1",0xac8,0x5c4,1,"2023-09-24T10:08:52","2023-09-24T10:08:52"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\Defrag.exe","conhost.exe","\??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1",0x7d8,0x4c8,1,"2023-09-24T10:08:52","2023-09-24T10:08:52"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\DiskSnapshot.exe","conhost.exe","\??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1",0x140,0x6e8,1,"2023-09-24T10:08:52","2023-09-24T10:08:52"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\SIHClient.exe","conhost.exe","\??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1",0x700,0xa9c,1,"2023-09-24T10:01:51","2023-09-24T10:01:51"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\SppExtComObj.Exe","slui.exe","""C:\Windows\System32\SLUI.exe"" RuleId=379cccfb-d4e0-48fe-b0f2-0136097be147;Action=CleanupState;AppId=55c92734-d682-4d71-983e-d6ec3f16059f;SkuId=21c56779-b449-4d20-adfc-eece0e1ad74b;Trigger=TimerEvent",0xb24,0x2c4,1,"2023-09-24T10:00:58","2023-09-24T10:00:58"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\SppExtComObj.Exe","slui.exe","""C:\Windows\System32\SLUI.exe"" RuleId=502ff3ba-669a-4674-bbb1-601f34a3b968;Action=AutoActivateSilent;AppId=55c92734-d682-4d71-983e-d6ec3f16059f;SkuId=21c56779-b449-4d20-adfc-eece0e1ad74b;NotificationInterval=1440;Trigger=TimerEvent",0x3c0,0x2c4,1,"2023-09-24T10:00:57","2023-09-24T10:00:57"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\UsoClient.exe","conhost.exe","\??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1",0x268,0xaf4,1,"2023-09-24T10:01:51","2023-09-24T10:01:51"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\UsoClient.exe","conhost.exe","\??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1",0x2c4,0x94c,1,"2023-09-24T10:08:51","2023-09-24T10:08:51"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\XblGameSaveTask.exe","conhost.exe","\??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1",0xa9c,0x140,1,"2023-09-24T10:08:51","2023-09-24T10:08:51"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\cmd.exe","btool.exe","""C:\Program Files\SplunkUniversalForwarder\bin\btool.exe"" server list general --no-log",0xaf0,0xae4,1,"2023-09-24T09:58:52","2023-09-24T09:58:52"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\cmd.exe","btool.exe","""C:\Program Files\SplunkUniversalForwarder\bin\btool.exe"" server list general --no-log",0xbc0,0xbb8,1,"2023-09-24T09:58:56","2023-09-24T09:58:56"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\cmd.exe","btool.exe","""C:\Program Files\SplunkUniversalForwarder\bin\btool.exe"" server list kvstore --no-log",0xb50,0xb44,1,"2023-09-24T09:58:52","2023-09-24T09:58:52"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\cmd.exe","btool.exe","""C:\Program Files\SplunkUniversalForwarder\bin\btool.exe"" server list replication_port --no-log",0xb68,0xb70,1,"2023-09-24T09:58:56","2023-09-24T09:58:56"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\cmd.exe","btool.exe","""C:\Program Files\SplunkUniversalForwarder\bin\btool.exe"" server list sslConfig --no-log",0xbd8,0xbcc,1,"2023-09-24T09:58:53","2023-09-24T09:58:53"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\cmd.exe","btool.exe","""C:\Program Files\SplunkUniversalForwarder\bin\btool.exe"" server list watchdog --no-log",0xb88,0xb7c,1,"2023-09-24T09:58:52","2023-09-24T09:58:52"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\cmd.exe","btool.exe","""C:\Program Files\SplunkUniversalForwarder\bin\btool.exe"" web list settings --no-log",0xab4,0xaa8,1,"2023-09-24T09:58:51","2023-09-24T09:58:51"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\cmd.exe","cmd.exe","C:\Windows\system32\cmd.exe /c C:\Windows\system32\reg.exe query hklm\software\microsoft\windows\softwareinventorylogging /v collectionstate /reg:64",0x9a4,0xa94,1,"2023-09-24T09:59:51","2023-09-24T09:59:51"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\cmd.exe","conhost.exe","\??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1",0xa2c,0xa24,1,"2023-09-24T09:58:51","2023-09-24T09:58:51"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\cmd.exe","conhost.exe","\??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1",0xb44,0xa94,1,"2023-09-24T09:59:51","2023-09-24T09:59:51"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\cmd.exe","reg.exe","C:\Windows\system32\reg.exe  query hklm\software\microsoft\windows\softwareinventorylogging /v collectionstate /reg:64",0x28c,0x9a4,1,"2023-09-24T09:59:51","2023-09-24T09:59:51"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\dstokenclean.exe","conhost.exe","\??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1",0x304,0x3bc,1,"2023-09-24T10:08:52","2023-09-24T10:08:52"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\lpremove.exe","conhost.exe","\??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1",0xfd4,0xfa4,1,"2023-09-24T10:13:55","2023-09-24T10:13:55"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\lpremove.exe","mcbuilder.exe","C:\Windows\system32\mcbuilder.exe",0xfb4,0xfa4,1,"2023-09-24T10:13:55","2023-09-24T10:13:55"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\makecab.exe","conhost.exe","\??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1",0xd6c,0xd74,1,"2023-09-24T10:11:07","2023-09-24T10:11:07"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\mcbuilder.exe","conhost.exe","\??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1",0xfe0,0xfb4,1,"2023-09-24T10:13:55","2023-09-24T10:13:55"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\sc.exe","conhost.exe","\??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1",0x100,0x28c,1,"2023-09-24T10:01:51","2023-09-24T10:01:51"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\services.exe","LiteAgent.exe","""C:\Program Files\Amazon\XenTools\LiteAgent.exe""",0x738,0x248,1,"2023-09-24T09:58:50","2023-09-24T09:58:50"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\services.exe","TrustedInstaller.exe","C:\Windows\servicing\TrustedInstaller.exe",0x9f8,0x248,1,"2023-09-24T10:08:52","2023-09-24T10:08:52"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\services.exe","TrustedInstaller.exe","C:\Windows\servicing\TrustedInstaller.exe",0xcd4,0x248,1,"2023-09-24T11:19:12","2023-09-24T11:19:12"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\services.exe","VSSVC.exe","C:\Windows\system32\vssvc.exe",0xdf0,0x248,1,"2023-09-24T10:09:04","2023-09-24T10:09:04"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\services.exe","VSSVC.exe","C:\Windows\system32\vssvc.exe",0xf18,0x248,1,"2023-09-24T11:19:09","2023-09-24T11:19:09"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\services.exe","amazon-ssm-agent.exe","""C:\Program Files\Amazon\SSM\amazon-ssm-agent.exe""",0x740,0x248,1,"2023-09-24T09:58:50","2023-09-24T09:58:50"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\services.exe","msdtc.exe","C:\Windows\System32\msdtc.exe",0xb44,0x248,1,"2023-09-24T10:00:53","2023-09-24T10:00:53"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\services.exe","spoolsv.exe","C:\Windows\System32\spoolsv.exe",0x6dc,0x248,1,"2023-09-24T09:58:50","2023-09-24T09:58:50"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\services.exe","sppsvc.exe","C:\Windows\system32\sppsvc.exe",0x450,0x248,1,"2023-09-24T10:00:55","2023-09-24T10:00:55"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\services.exe","svchost.exe","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted",0x3b0,0x248,1,"2023-09-24T09:58:49","2023-09-24T09:58:49"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\services.exe","svchost.exe","C:\Windows\System32\svchost.exe -k NetworkService",0x588,0x248,1,"2023-09-24T10:00:53","2023-09-24T10:00:53"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\services.exe","svchost.exe","C:\Windows\System32\svchost.exe -k smbsvcs",0x798,0x248,1,"2023-09-24T09:58:50","2023-09-24T09:58:50"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\services.exe","svchost.exe","C:\Windows\System32\svchost.exe -k swprv",0xd68,0x248,1,"2023-09-24T11:19:10","2023-09-24T11:19:10"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\services.exe","svchost.exe","C:\Windows\System32\svchost.exe -k swprv",0xe1c,0x248,1,"2023-09-24T10:09:05","2023-09-24T10:09:05"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\services.exe","svchost.exe","C:\Windows\System32\svchost.exe -k termsvcs",0x378,0x248,1,"2023-09-24T09:58:49","2023-09-24T09:58:49"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\services.exe","svchost.exe","C:\Windows\system32\svchost.exe -k DcomLaunch",0x2b4,0x248,1,"2023-09-24T09:58:49","2023-09-24T09:58:49"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\services.exe","svchost.exe","C:\Windows\system32\svchost.exe -k NetworkService",0x154,0x248,1,"2023-09-24T09:58:49","2023-09-24T09:58:49"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\services.exe","svchost.exe","C:\Windows\system32\svchost.exe -k NetworkServiceNetworkRestricted",0x5b0,0x248,1,"2023-09-24T09:58:50","2023-09-24T09:58:50"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\services.exe","svchost.exe","C:\Windows\system32\svchost.exe -k RPCSS",0x2f4,0x248,1,"2023-09-24T09:58:49","2023-09-24T09:58:49"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\services.exe","svchost.exe","C:\Windows\system32\svchost.exe -k appmodel",0x7a0,0x248,1,"2023-09-24T09:58:50","2023-09-24T09:58:50"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\services.exe","svchost.exe","C:\Windows\system32\svchost.exe -k defragsvc",0xd1c,0x248,1,"2023-09-24T10:08:54","2023-09-24T10:08:54"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\services.exe","svchost.exe","C:\Windows\system32\svchost.exe -k netsvcs",0x484,0x248,1,"2023-09-24T09:58:50","2023-09-24T09:58:50"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\services.exe","sysmon64.exe","C:\Windows\sysmon64.exe",0x7a8,0x248,1,"2023-09-24T09:58:50","2023-09-24T09:58:50"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\svchost.exe","CompatTelRunner.exe","""C:\Windows\system32\compattelrunner.exe""",0x948,0x484,1,"2023-09-24T09:58:51","2023-09-24T09:58:51"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\svchost.exe","CompatTelRunner.exe","""C:\Windows\system32\compattelrunner.exe"" -maintenance",0x5c4,0x484,1,"2023-09-24T10:08:52","2023-09-24T10:08:52"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\svchost.exe","Defrag.exe","""C:\Windows\system32\defrag.exe"" -c -h -k -g -$",0x4c8,0x484,1,"2023-09-24T10:08:52","2023-09-24T10:08:52"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\svchost.exe","DeviceCensus.exe","""C:\Windows\system32\devicecensus.exe""",0x3e8,0x484,1,"2023-09-24T10:01:51","2023-09-24T10:01:51"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\svchost.exe","DiskSnapshot.exe","""C:\Windows\system32\disksnapshot.exe"" -z",0x6e8,0x484,1,"2023-09-24T10:08:52","2023-09-24T10:08:52"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\svchost.exe","SIHClient.exe","""C:\Windows\System32\sihclient.exe""",0xa9c,0x484,1,"2023-09-24T10:01:51","2023-09-24T10:01:51"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\svchost.exe","SpeechModelDownload.exe","""C:\Windows\system32\speech_onecore\common\SpeechModelDownload.exe""",0xa00,0x484,1,"2023-09-24T10:08:51","2023-09-24T10:08:51"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\svchost.exe","SppExtComObj.Exe","C:\Windows\system32\SppExtComObj.exe -Embedding",0x2c4,0x2b4,1,"2023-09-24T10:00:57","2023-09-24T10:00:57"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\svchost.exe","TiWorker.exe","C:\Windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.14393.6250_none_7f16785821e211b6\TiWorker.exe -Embedding",0x290,0x2b4,1,"2023-09-24T10:08:52","2023-09-24T10:08:52"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\svchost.exe","TiWorker.exe","C:\Windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.14393.6250_none_7f16785821e211b6\TiWorker.exe -Embedding",0x998,0x2b4,1,"2023-09-24T11:19:12","2023-09-24T11:19:12"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\svchost.exe","UsoClient.exe","""C:\Windows\system32\usoclient.exe"" RefreshSettings",0x94c,0x484,1,"2023-09-24T10:08:51","2023-09-24T10:08:51"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\svchost.exe","UsoClient.exe","""C:\Windows\system32\usoclient.exe"" StartScan",0xaf4,0x484,1,"2023-09-24T10:01:51","2023-09-24T10:01:51"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\svchost.exe","WMIADAP.exe","C:\Windows\System32\wbem\WMIADAP.exe /F /T /R",0xa94,0x484,1,"2023-09-24T10:02:51","2023-09-24T10:02:51"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\svchost.exe","WmiPrvSE.exe","C:\Windows\system32\wbem\wmiprvse.exe -Embedding",0x978,0x2b4,1,"2023-09-24T10:14:57","2023-09-24T10:14:57"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\svchost.exe","WmiPrvSE.exe","C:\Windows\system32\wbem\wmiprvse.exe -Embedding",0xb18,0x2b4,1,"2023-09-24T09:58:52","2023-09-24T09:58:52"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\svchost.exe","WmiPrvSE.exe","C:\Windows\system32\wbem\wmiprvse.exe -secured -Embedding",0xa24,0x2b4,1,"2023-09-24T10:00:55","2023-09-24T10:00:55"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\svchost.exe","WmiPrvSE.exe","C:\Windows\system32\wbem\wmiprvse.exe -secured -Embedding",0xa74,0x2b4,1,"2023-09-24T11:18:39","2023-09-24T11:18:39"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\svchost.exe","XblGameSaveTask.exe","""C:\Windows\System32\XblGameSaveTask.exe"" standby",0x140,0x484,1,"2023-09-24T10:08:51","2023-09-24T10:08:51"
"ar-win-2.attackrange.local","AR-WIN-2$","C:\Windows\System32\svchost.exe","cmd.exe","""C:\Windows\system32\cmd.exe"" /d /c C:\Windows\system32\silcollector.cmd configure",0xa94,0x484,1,"2023-09-24T09:59:51","2023-09-24T09:59:51"
